id	score	entropy
F1	0.000277587779849375	0.354990226031323
F2	3.84490198636622e-05	0.355229364791309
F3	0	0.355267813811172
F4	0	0.355267813811172
F5	0	0.355267813811172
F6	0	0.355267813811172
F7	0	0.355267813811172
F8	0	0.355267813811172
F9	0	0.355267813811172
F10	-0.00221360554078215	0.357481419351954
F11	-0.00203224929919188	0.357300063110364
F12	-0.000844389961759395	0.356112203772932
F13	0.000510044800424436	0.354757769010748
F14	0.000436833030842076	0.35483098078033
F15	-0.000475185585152638	0.355742999396325
F16	0.000314549637786932	0.354953264173385
F17	0.000310617628080323	0.354957196183092
F18	0.000118136310015504	0.355149677501157
F19	-0.00206455975139164	0.357332373562564
F20	-0.00156098529001453	0.356828799101187
F21	0.000378345242020461	0.354889468569152
F22	0.000554950742948757	0.354712863068224
F23	0.000166823856267706	0.355100989954905
F24	9.92489781815875e-05	0.355168564832991
F25	5.67294751241398e-05	0.355211084336048
F26	3.57340671892081e-05	0.355232079743983
F27	0	0.355267813811172
F28	0	0.355267813811172
F29	0	0.355267813811172
F30	0	0.355267813811172
F31	0.000309418413242502	0.35495839539793
F32	0.000195786992958857	0.355072026818213
F33	2.46509986382981e-05	0.355243162812534
F34	0.00046795240484343	0.354799861406329
F35	0.000152432254639845	0.355115381556532
F36	1.33775969040073e-05	0.355254436214268
F37	0	0.355267813811172
F38	8.02563187303762e-05	0.355187557492442
F39	6.26351777180956e-05	0.355205178633454
F40	9.23367873412184e-06	0.355258580132438
F41	9.23367873412184e-06	0.355258580132438
F42	0	0.355267813811172
F43	0	0.355267813811172
F44	1.8349822140773e-05	0.355249463989032
F45	9.93533198917484e-06	0.355257878479183
F46	9.93533198928587e-06	0.355257878479183
F47	4.55777637278221e-05	0.355222236047444
F48	3.20759011848692e-05	0.355235737909987
F49	2.27628601794372e-05	0.355245050950993
F50	0	0.355267813811172
F51	0	0.355267813811172
F52	0	0.355267813811172
F53	0	0.355267813811172
F54	0	0.355267813811172
F55	0	0.355267813811172
F56	0	0.355267813811172
F57	0	0.355267813811172
F58	0	0.355267813811172
F59	0	0.355267813811172
F60	2.59681810285128e-05	0.355241845630144
F61	0	0.355267813811172
F62	0	0.355267813811172
F63	0	0.355267813811172
F64	0	0.355267813811172
F65	0	0.355267813811172
F66	0	0.355267813811172
F67	2.4732629672175e-05	0.3552430811815
F68	0	0.355267813811172
F69	0	0.355267813811172
F70	0	0.355267813811172
F71	0	0.355267813811172
F72	0	0.355267813811172
F73	0	0.355267813811172
F74	0	0.355267813811172
F75	0	0.355267813811172
F76	0	0.355267813811172
F77	0	0.355267813811172
F78	0	0.355267813811172
F79	0	0.355267813811172
F80	0	0.355267813811172
F81	0	0.355267813811172
F82	0	0.355267813811172
F83	0	0.355267813811172
F84	0	0.355267813811172
F85	0	0.355267813811172
F86	0	0.355267813811172
F87	0	0.355267813811172
F88	0	0.355267813811172
F89	0	0.355267813811172
F90	0	0.355267813811172
F91	0	0.355267813811172
F92	0	0.355267813811172
F93	0	0.355267813811172
F94	0	0.355267813811172
F95	0	0.355267813811172
F96	0	0.355267813811172
F97	0	0.355267813811172
F98	0	0.355267813811172
F99	0	0.355267813811172
F100	0	0.355267813811172
F101	0	0.355267813811172
F102	0	0.355267813811172
F103	0	0.355267813811172
F104	0	0.355267813811172
F105	0	0.355267813811172
F106	0	0.355267813811172
F107	0	0.355267813811172
F108	0	0.355267813811172
F109	0	0.355267813811172
F110	0	0.355267813811172
F111	0	0.355267813811172
F112	0	0.355267813811172
F113	0	0.355267813811172
F114	0	0.355267813811172
F115	0	0.355267813811172
F116	8.64463249836689e-05	0.355181367486189
F117	0	0.355267813811172
F118	0	0.355267813811172
F119	7.65305004545858e-05	0.355191283310718
F120	1.35855947144825e-05	0.355254228216458
F121	0	0.355267813811172
F122	0	0.355267813811172
F123	0	0.355267813811172
F124	0	0.355267813811172
F125	0	0.355267813811172
F126	0	0.355267813811172
F127	0	0.355267813811172
F128	0	0.355267813811172
F129	0	0.355267813811172
F130	1.28297630606067e-05	0.355254984048112
F131	0	0.355267813811172
F132	0	0.355267813811172
F133	1.28297630606067e-05	0.355254984048112
F134	0	0.355267813811172
F135	0	0.355267813811172
F136	0	0.355267813811172
F137	0	0.355267813811172
F138	0	0.355267813811172
F139	0	0.355267813811172
F140	0	0.355267813811172
F141	0	0.355267813811172
F142	0	0.355267813811172
F143	0	0.355267813811172
F144	0.000486414228538845	0.354781399582633
F145	0.000275785725990241	0.354992028085182
F146	0.000317886776778908	0.354949927034393
F147	0.00039787034325961	0.354869943467913
F148	7.33951280893486e-05	0.355194418683083
F149	0.000111322104053013	0.355156491707119
F150	0.000180005209343359	0.355087808601829
F151	0.000284142723087411	0.354983671088085
F152	9.23367873412184e-06	0.355258580132438
F153	0.000104571099819095	0.355163242711353
F154	0.000231939481585619	0.355035874329587
F155	0	0.355267813811172
F156	5.68699989855759e-05	0.355210943812187
F157	6.58938224137873e-05	0.355201919988758
F158	0.000117068736204096	0.355150745074968
F159	0	0.355267813811172
F160	3.26720998429786e-05	0.355235141711329
F161	7.8928175081372e-05	0.355188885636091
F162	0	0.355267813811172
F163	2.59681810285128e-05	0.355241845630144
F164	2.59681810284573e-05	0.355241845630144
F165	6.76758255295784e-05	0.355200137985643
F166	0	0.355267813811172
F167	1.09984229502702e-05	0.355256815388222
F168	4.06519149997453e-05	0.355227161896173
F169	0	0.355267813811172
F170	0	0.355267813811172
F171	0	0.355267813811172
F172	2.59681810284573e-05	0.355241845630144
F173	0	0.355267813811172
F174	0	0.355267813811172
F175	0	0.355267813811172
F176	0	0.355267813811172
F177	0	0.355267813811172
F178	0	0.355267813811172
F179	-0.000642759189348252	0.355910573000521
F180	-0.000250010724764549	0.355517824535937
F181	0.000253456032948129	0.355014357778224
F182	0.000389487777975706	0.354878326033197
F183	0.000384734430656286	0.354883079380516
F184	0.000193362214230941	0.355074451596941
F185	0.000309832942218702	0.354957980868954
F186	0.000430184242548148	0.354837629568624
F187	0.000436227850706128	0.354831585960466
F188	0.000100768546751839	0.35516704526442
F189	0.000260954719445317	0.355006859091727
F190	0.000122330574676255	0.355145483236496
F191	4.83284372001513e-05	0.355219485373972
F192	4.83284372001513e-05	0.355219485373972
F193	0.000432283953823165	0.354835529857349
F194	0.000246706495169724	0.355021107316003
F195	2.102114672764e-05	0.355246792664445
F196	7.55332146827326e-05	0.35519228059649
F197	1.27825154705441e-05	0.355255031295702
F198	2.25833090091165e-05	0.355245230502163
F199	2.25833090091165e-05	0.355245230502163
F200	0.000282417902220278	0.354985395908952
F201	3.39333953031096e-05	0.355233880415869
F202	0	0.355267813811172
F203	3.16676312598907e-05	0.355236146179912
F204	0	0.355267813811172
F205	0	0.355267813811172
F206	0	0.355267813811172
F207	8.87028258562683e-05	0.355179110985316
F208	0	0.355267813811172
F209	0	0.355267813811172
F210	1.21390600274496e-05	0.355255674751145
F211	0	0.355267813811172
F212	0	0.355267813811172
F213	0	0.355267813811172
F214	4.94246199168047e-05	0.355218389191255
F215	0	0.355267813811172
F216	0	0.355267813811172
F217	1.36601156454086e-05	0.355254153695527
F218	1.05218714073207e-05	0.355257291939765
F219	2.77717642015451e-05	0.355240042046971
F220	2.77717642015451e-05	0.355240042046971
F221	0	0.355267813811172
F222	0	0.355267813811172
F223	0	0.355267813811172
F224	0	0.355267813811172
F225	0	0.355267813811172
F226	0	0.355267813811172
F227	0	0.355267813811172
F228	0	0.355267813811172
F229	0	0.355267813811172
F230	0	0.355267813811172
F231	0	0.355267813811172
F232	0	0.355267813811172
F233	0	0.355267813811172
F234	0	0.355267813811172
F235	0	0.355267813811172
F236	0	0.355267813811172
F237	0	0.355267813811172
F238	0	0.355267813811172
F239	0	0.355267813811172
F240	0	0.355267813811172
F241	0	0.355267813811172
F242	0	0.355267813811172
F243	0	0.355267813811172
F244	0	0.355267813811172
F245	0	0.355267813811172
F246	0	0.355267813811172
F247	0	0.355267813811172
F248	0	0.355267813811172
F249	0	0.355267813811172
F250	0	0.355267813811172
F251	0	0.355267813811172
F252	0	0.355267813811172
F253	0	0.355267813811172
F254	0	0.355267813811172
F255	0	0.355267813811172
F256	-0.000721758165040332	0.355989571976213
F257	-1.52537544340081e-06	0.355269339186616
F258	0.000382458038738931	0.354885355772433
F259	0.000201854269606339	0.355065959541566
F260	0.000245669097169388	0.355022144714003
F261	5.69398709316382e-05	0.355210873940241
F262	8.1391396690389e-05	0.355186422414482
F263	2.02917294039318e-05	0.355247522081768
F264	0	0.355267813811172
F265	0	0.355267813811172
F266	0	0.355267813811172
F267	0	0.355267813811172
F268	0	0.355267813811172
F269	0	0.355267813811172
F270	0	0.355267813811172
F271	0	0.355267813811172
