id	score	entropy
F112	0.00108781046085976	0.473079128076769
F113	0.00104093445246256	0.473126004085166
F114	0.00176812195289833	0.472398816584731
F115	0.00104962550225052	0.473117313035379
F116	0.0012660176412056	0.472900920896423
F117	0.000388685465676109	0.473778253071953
F118	0.00099218769476489	0.473174750842864
F119	0.000817831932865387	0.473349106604764
F120	0.000971420220265307	0.473195518317364
F121	0.000362239836820488	0.473804698700809
F122	0.000609830532320443	0.473557108005309
F123	-3.90347613124509e-05	0.474205973298941
F124	0.000820980203391164	0.473345958334238
F125	0.00145648279188354	0.472710455745745
F126	0.00165439668968231	0.472512541847947
F127	-0.00198545435758835	0.476152392895217
F128	0.000967397734339959	0.473199540803289
F129	0.000925110105543636	0.473241828432085
F130	0.000632967217431057	0.473533971320198
F131	-0.00316815469389908	0.477335093231528
F132	-0.00149920565295242	0.475666144190581
F133	0.00117384780699603	0.472993090730633
F134	0.000553378689498174	0.473613559848131
F135	0.00118040061267793	0.472986537924951
F136	0.00140891728357639	0.472758021254053
F137	-7.43037060327856e-05	0.474241242243662
F138	0.00197795563975933	0.47218898289787
F139	-0.00507279188987492	0.479239730427504
F140	-0.000328345809250563	0.47449528434688
F141	0.00157959286456449	0.472587345673065
F142	0.000581679134083524	0.473585259403546
F143	-0.00198545435758835	0.476152392895217
F144	0.00184838340269533	0.472318555134934
F145	0.0014393058679274	0.472727632669702
F146	-0.00322781462403915	0.477394753161668
F147	-8.63469999199951e-05	0.474253285537549
F148	0.000388572561851486	0.473778365975778
F149	0.00161280230319899	0.47255413623443
F150	-0.000438198362731568	0.474605136900361
F151	-0.000545145776102984	0.474712084313732
F152	-0.00253149486613946	0.476698433403768
F153	-0.000283926082246921	0.474450864619876
F154	-0.00304990951813056	0.47721684805576
F155	-0.0024420520765866	0.476608990614216
F156	-0.000750301574436618	0.474917240112066
F157	-0.00629595044162745	0.480462888979256
F158	-0.00125173527588296	0.475418673813512
F159	-0.00647533800792593	0.480642276545555
F160	-0.000180376371568758	0.474347314909198
F161	-0.0019206387006222	0.476087577238251
F162	-0.000212035821838708	0.474378974359468
F163	-0.00174560067965379	0.475912539217283
F164	-0.0076212283964483	0.481788166934077
F165	-0.0031440606875382	0.477310999225167
F166	0	0.474166938537629
