id	ref	maccs-0	maccs-0.1	maccs-0.2	maccs-0.3	pubchem-0	pubchem-0.1	pubchem-0.2	pubchem-0.3
51a	0.9375	0.964912280700062	0.962264150941581	0.95918367346743	0.949999999997625	0.999999999999333	0.999999999999281	0.999999999999225	0.999999999999206
52a	0.5781	0.441176470587586	0.424242424241781	0.409836065573099	0.388888888888169	0.689839572192145	0.683908045976618	0.686746987951394	0.689873417721082
53a	0.0156	0.48484848484775	0.46031746031673	0.433333333332611	0.442307692306842	0.511235955055893	0.511764705882052	0.515527950310239	0.509554140127064
54a	0.5078	0.7878787878764	0.774193548384599	0.793103448273127	0.814814814811797	0.935714285713617	0.933333333332642	0.930232558138814	0.935999999999251
55a	0.1953	0.624999999998884	0.629629629628464	0.60784313725371	0.599999999998667	0.753424657533731	0.755725190839118	0.773109243696829	0.765765765765076
56a	0.8976	0.799999999998222	0.795454545452738	0.809523809521882	0.820512820510717	0.822222222221309	0.831460674156369	0.829545454544512	0.827586206895601
57a	0.9375	0.911764705879671	0.909090909088154	0.903225806448699	0.896551724134839	0.963963963963096	0.962264150942489	0.97029702970201	0.96969696969599
58a	0.9765	0.999999999998077	0.999999999998	0.999999999997917	0.999999999997674	0.990825688072486	0.990654205606551	0.999999999999039	0.999999999999
59a	0.0078	0.338709677418809	0.344827586206302	0.333333333332749	0.33999999999932	0.386138613861004	0.389473684210116	0.395348837208843	0.397590361445304
60a	0.811	0.756097560973766	0.763157894734834	0.74285714285502	0.749999999997656	0.696969696969275	0.744680851063302	0.778625954197879	0.80833333333266
61a	0.0234	0.297297297296896	0.291666666666262	0.289855072463348	0.322033898304539	0.350649350649199	0.367924528301713	0.38383838383819	0.398936170212554
62a	0.1797	0.384615384613905	0.35999999999856	0.347826086955009	0.363636363634711	0.742268041236348	0.755319148935367	0.764044943819366	0.767441860464224
63a	0	0.234374999999634	0.249999999999583	0.241379310344411	0.235294117646597	0.172185430463462	0.187969924811889	0.18852459016378	0.194690265486553
64a	0.0234	0.39285714285574	0.43999999999824	0.454545454543388	0.454545454543388	0.609090909090355	0.62857142857083	0.666666666665993	0.687499999999284
65a	0.9063	0.874999999998177	0.872340425530059	0.888888888886914	0.878048780485663	0.989010989009902	0.988764044942709	0.98863636363524	0.988235294116485
66a	0.9375	0.999999999998462	0.999999999998361	0.999999999998276	0.999999999997959	0.979381443298464	0.988636363635802	0.993670886075321	0.993243243242572
67a	0.9219	0.874999999998437	0.870370370368759	0.862745098037524	0.911111111109086	0.924418604650625	0.921212121211563	0.918749999999426	0.923076923076331
68a	0.7222	0.788461538460022	0.816326530610579	0.808510638296152	0.8139534883702	0.839622641508642	0.836538461537657	0.843137254901134	0.84999999999915
69a	0.375	0.666666666665278	0.666666666665185	0.642857142855612	0.641025641023997	0.803418803418117	0.818181818181074	0.820754716980358	0.817307692306907
70a	0.0859	0.313953488371728	0.309523809523441	0.311688311687907	0.32352941176423	0.484693877550773	0.497175141242657	0.490322580644845	0.499999999999662
71a	0.9531	0.860465116277069	0.857142857140816	0.868421052629294	0.864864864862527	0.966386554621037	0.973214285713417	0.971428571427646	0.980392156861784
72a	0.6641	0.903846153844416	0.916666666664757	0.902439024388043	0.894736842102908	0.892857142856505	0.915384615383911	0.908333333332576	0.912280701753586
73a	0.0391	0.26315789473615	0.277777777777006	0.264705882352163	0.249999999999219	0.191082802547649	0.190789473684085	0.195652173912902	0.198473282442597
74a	0.0078	0.31999999999936	0.312499999999349	0.31111111111042	0.309523809523073	0.39999999999979	0.404494382022245	0.429447852760473	0.419354838709407
75a	0.5313	0.874999999998437	0.867924528300249	0.85999999999828	0.857142857140816	0.899999999999308	0.903999999999277	0.899159663864791	0.896551724137158
76a	0.0625	0.327586206895987	0.321428571427997	0.307692307691716	0.312499999999349	0.426035502958328	0.454545454545159	0.465753424657215	0.492753623188049
77a	0.9141	0.822222222220395	0.818181818179959	0.799999999998	0.783783783781665	0.724637681158895	0.735999999999411	0.754385964911619	0.758928571427894
78a	0.0313	0.265624999999585	0.278688524589707	0.280701754385472	0.27450980392103	0.374269005847734	0.399999999999742	0.415492957746186	0.41726618705006
79a	0.0391	0.448275862068193	0.436363636362843	0.403846153845377	0.404255319148076	0.596774193548066	0.619631901840111	0.642857142856725	0.635135135134706
80a	0.9921	0.999999999997436	0.999999999997222	0.99999999999697	0.999999999996774	0.99999999999898	0.999999999998925	0.999999999998877	0.999999999998837
81a	0.0234	0.318681318680968	0.325581395348459	0.329113924050216	0.34722222222174	0.523809523809212	0.532467532467187	0.556338028168622	0.562043795620028
82a	0.8594	0.92187499999856	0.920634920633459	0.949152542371273	0.94230769230588	0.943262411346849	0.938931297709207	0.957264957264139	0.954954954954095
83a	0.5591	0.840579710143709	0.833333333332071	0.838709677418002	0.839285714284216	0.83783783783746	0.831730769230369	0.82741116751227	0.831521739129983
84a	0.9141	0.916666666664757	0.913043478258885	0.911111111109086	0.902439024388043	0.859374999998657	0.870967741934079	0.864406779659552	0.862068965515755
85a	0.9375	0.961538461534763	0.95833333332934	0.956521739126276	0.952380952376417	0.888888888886914	0.886363636361622	0.874999999997812	0.868421052629294
86a	0.0236	0.444444444443457	0.418604651161817	0.424999999998938	0.416666666665509	0.304687499999762	0.303278688524342	0.275862068965279	0.265486725663482
87a	0.8504	0.74285714285502	0.735294117644896	0.749999999997656	0.793103448273127	0.842975206610874	0.836206896551003	0.831775700933802	0.825242718445801
88a	0.0315	0.309859154929141	0.32352941176423	0.338461538461018	0.310344827585672	0.174825174825053	0.190839694656343	0.193277310924207	0.20535714285696
89a	0.9764	0.97999999999804	0.979166666664627	0.977272727270506	0.974358974356476	0.999999999999296	0.999999999999237	0.999999999999194	0.99999999999918
90a	0.0079	0.309859154929141	0.314285714285265	0.317460317459814	0.333333333332749	0.403846153845895	0.435714285713975	0.453124999999646	0.467741935483494
91a	0.8661	0.733333333332111	0.741379310343549	0.784313725488658	0.795454545452738	0.794326241134188	0.823999999999341	0.883928571427782	0.96999999999903
92a	0.9297	0.999999999997727	0.999999999997674	0.999999999997561	0.999999999997368	0.977528089886542	0.988505747125301	0.988372093022107	0.988235294116485
93a	0.0156	0.199999999999733	0.199999999999714	0.184615384615101	0.218181818181421	0.575163398692435	0.598591549295353	0.606060606060147	0.604651162790229
94a	0.4609	0.795918367345314	0.795918367345314	0.782608695650473	0.8139534883702	0.77027027026975	0.782608695651607	0.821138211381446	0.862068965516498
95a	0.0551	0.370370370369685	0.372549019607113	0.333333333332639	0.363636363635537	0.581196581196085	0.62857142857083	0.65306122448913	0.680851063829063
96a	0.3413	0.603773584904521	0.5999999999988	0.617021276594432	0.666666666665079	0.638655462184337	0.684684684684068	0.6759259259253	0.717171717170993
97a	0.748	0.666666666663889	0.666666666663889	0.636363636360744	0.636363636360744	0.78070175438528	0.777777777777058	0.784313725489427	0.787878787877992
98a	0.0159	0.226415094339195	0.21999999999956	0.212765957446356	0.227272727272211	0.619047619047128	0.630252100839807	0.65454545454486	0.650943396225801
99a	0.6772	0.74545454545319	0.788461538460022	0.77999999999844	0.799999999998222	0.824074074073311	0.820754716980358	0.826923076922282	0.84999999999915
100a	0.7638	0.830188679243717	0.843137254900308	0.836734693875843	0.84090909090718	0.864864864864086	0.862385321100126	0.884615384614534	0.87999999999912
